,produção,velocidade,fluxo_cx,fluxo_massa,cs%cx,cs%mistura,cs%maquina,gramatura,p_vapor,temp_vapor
25/10/24,3470,197,132393,64849,"1,78","3,18","3,36","1129,85","4,23","126,64"
25/10/24,3506,197,132245,64860,"1,76","3,21","3,38","1134,95","4,29","126,87"
26/10/24,3476,197,132264,64686,"1,76","3,20","3,38","1129,90","4,30","127,10"
26/10/24,3507,197,132377,64750,"1,76","3,18","3,38","1135,62","4,34","127,32"
26/10/24,3472,197,132449,64747,"1,76","3,20","3,37","1129,55","4,41","127,55"
26/10/24,3471,197,132593,65143,"1,78","3,20","3,37","1128,34","4,42","127,78"
26/10/24,3497,197,132447,65197,"1,74","3,18","3,38","1133,59","4,60","128,01"
26/10/24,3458,196,131803,64629,"1,79","3,22","3,37","1124,85","4,42","127,92"
26/10/24,3476,196,131821,64628,"1,75","3,21","3,38","1132,49","4,49","127,79"
26/10/24,3507,196,131672,65203,"1,76","3,23","3,39","1137,93","4,54","127,66"
26/10/24,3468,196,131689,65233,"1,77","3,20","3,39","1131,65","4,48","127,53"
26/10/24,3455,196,131954,65483,"1,78","3,22","3,39","1126,98","4,48","127,41"
26/10/24,3471,196,131616,65241,"1,77","3,19","3,37","1133,63","4,47","127,44"
26/10/24,3492,196,131750,64576,"1,80","3,19","3,37","1136,32","4,36","127,52"
26/10/24,3471,196,131020,64174,"1,77","3,21","3,37","1131,61","4,41","127,59"
26/10/24,3453,196,131163,63955,"1,74","3,22","3,37","1129,07","4,46","127,67"
26/10/24,3475,196,131044,64008,"1,76","3,17","3,37","1133,35","4,52","127,75"
26/10/24,3460,196,131054,64214,"1,78","3,20","3,37","1129,02","4,50","127,83"
26/10/24,3442,196,131573,64583,"1,75","3,22","3,36","1127,15","4,60","127,90"
26/10/24,3509,196,131792,64547,"1,78","3,18","3,38","1138,67","4,60","127,98"
26/10/24,3451,196,131727,64613,"1,77","3,17","3,38","1128,40","4,46","127,54"
26/10/24,3466,196,131763,65036,"1,76","3,17","3,38","1133,06","4,32","127,00"
26/10/24,3464,196,131919,65072,"1,76","3,18","3,38","1131,31","4,08","126,46"
26/10/24,3470,196,131822,65332,"1,77","3,22","3,38","1132,38","4,13","125,93"
26/10/24,3484,196,131596,65046,"1,77","3,20","3,38","1132,57","4,31","126,27"
26/10/24,3475,196,131823,65307,"1,78","3,18","3,38","1132,03","4,35","126,81"
27/10/24,3420,196,131813,65438,"1,78","3,19","3,40","1121,52","4,50","127,36"
27/10/24,3477,196,131670,65761,"1,80","3,16","3,38","1136,15","4,48","127,90"
27/10/24,3467,196,131803,66129,"1,77","3,18","3,37","1131,45","4,43","127,66"
27/10/24,3443,196,131560,65986,"1,77","3,19","3,39","1126,73","4,37","127,38"
27/10/24,3463,196,131620,66477,"1,77","3,19","3,38","1132,55","4,23","127,09"
27/10/24,3494,196,131851,66268,"1,79","3,19","3,39","1135,61","4,14","126,80"
27/10/24,3454,196,131710,66414,"1,76","3,16","3,39","1129,27","4,09","126,52"
27/10/24,3456,196,131742,66590,"1,75","3,20","3,40","1131,84","4,03","126,23"
27/10/24,3482,196,131599,66546,"1,81","3,22","3,37","1129,39","4,12","125,96"
27/10/24,3459,196,132135,66290,"1,75","3,21","3,38","1128,68","4,18","126,11"
27/10/24,3488,196,131728,66370,"1,71","3,19","3,38","1134,69","4,25","126,28"
27/10/24,3503,196,131522,65852,"1,77","3,19","3,37","1138,22","4,34","126,48"
27/10/24,3493,196,131466,65065,"1,77","3,20","3,36","1138,95","4,48","126,69"
27/10/24,3425,196,131666,65006,"1,80","3,20","3,36","1127,62","4,43","126,90"
27/10/24,3456,196,131739,65061,"1,80","3,20","3,37","1130,26","4,52","127,10"
27/10/24,3511,196,131746,64714,"1,79","3,19","3,37","1139,37","4,46","127,31"
27/10/24,3454,196,131690,64720,"1,79","3,16","3,38","1129,51","4,41","127,51"
27/10/24,3460,196,131855,65151,"1,78","3,22","3,38","1129,38","4,44","127,69"
27/10/24,3451,196,131732,65551,"1,79","3,18","3,39","1128,12","4,37","127,70"
27/10/24,3470,196,131783,65731,"1,77","3,17","3,39","1131,31","4,42","127,70"
27/10/24,3453,196,131686,66192,"1,78","3,17","3,40","1130,45","4,51","127,71"
27/10/24,3438,196,131612,66173,"1,79","3,21","3,39","1124,53","4,56","127,65"
27/10/24,3453,196,131679,66271,"1,78","3,17","3,39","1129,42","4,56","127,57"
27/10/24,3443,196,131932,65754,"1,80","3,15","3,41","1124,32","4,48","127,48"
28/10/24,3428,196,131599,66410,"1,78","3,20","3,41","1122,69","4,47","127,39"
28/10/24,3433,196,131584,66882,"1,80","3,20","3,40","1124,96","4,51","127,30"
28/10/24,3446,196,131828,67132,"1,80","3,22","3,39","1126,19","4,41","127,21"
28/10/24,3445,196,131704,67408,"1,76","3,21","3,40","1125,90","4,39","127,13"
28/10/24,3460,196,131920,67388,"1,79","3,17","3,40","1130,35","4,34","127,04"
28/10/24,3479,196,131852,67520,"1,80","3,18","3,40","1133,58","4,32","126,94"
28/10/24,3492,196,131772,67370,"1,79","3,19","3,39","1135,32","4,40","126,84"
28/10/24,3463,196,131794,67125,"1,79","3,21","3,40","1131,73","4,45","126,74"
28/10/24,3450,196,131647,67210,"1,78","3,19","3,40","1125,13","4,34","126,64"
28/10/24,3455,196,131759,66873,"1,76","3,17","3,40","1129,90","4,25","126,54"
28/10/24,3434,196,131556,67772,"1,80","3,18","3,36","1126,08","4,05","126,05"
28/10/24,3476,196,131747,67090,"1,79","3,14","3,33","1134,06","4,19","125,64"
28/10/24,3462,196,131808,66315,"1,78","3,14","3,33","1128,40","4,06","125,45"
28/10/24,3452,196,131805,66455,"1,76","3,14","3,33","1131,11","3,93","125,27"
28/10/24,3472,196,131729,66437,"1,79","3,12","3,33","1131,19","3,96","125,09"
28/10/24,3421,196,131898,66825,"1,77","3,19","3,33","1121,44","4,02","125,01"
28/10/24,3453,196,131664,67164,"1,77","3,14","3,33","1129,61","4,07","125,29"
28/10/24,3509,196,131662,67334,"1,79","3,17","3,34","1141,18","4,06","125,56"
28/10/24,3478,196,131760,66857,"1,78","3,16","3,34","1132,50","4,07","125,83"
28/10/24,3464,196,131742,66642,"1,78","3,15","3,34","1129,10","4,19","126,10"
28/10/24,3425,196,131815,66755,"1,77","3,18","3,34","1122,58","4,28","125,90"
28/10/24,3447,196,131547,67263,"1,78","3,13","3,34","1131,42","4,18","125,51"
28/10/24,3460,196,131732,67503,"1,78","3,18","3,34","1132,46","4,05","125,10"
28/10/24,3426,196,131790,67511,"1,85","3,16","3,34","1125,93","3,99","124,68"
29/10/24,3475,196,131893,68100,"1,76","3,17","3,34","1133,82","3,87","124,25"
29/10/24,3428,196,131668,68063,"1,79","3,15","3,34","1124,63","3,68","123,83"
29/10/24,3463,196,131810,68578,"1,80","3,15","3,34","1131,08","3,68","123,40"
29/10/24,3443,196,131644,68816,"1,83","3,14","3,34","1128,39","3,67","122,98"
29/10/24,3487,196,131549,68971,"1,79","3,15","3,34","1135,94","3,75","123,15"
29/10/24,3462,196,131738,69115,"1,79","3,14","3,35","1129,51","3,75","123,51"
29/10/24,3467,196,131779,69078,"1,80","3,12","3,36","1131,26","3,80","123,88"
29/10/24,3481,196,131795,68761,"1,80","3,13","3,36","1132,27","4,03","124,24"
29/10/24,3497,196,131609,69086,"1,78","3,15","3,35","1137,25","3,95","124,60"
29/10/24,3479,197,132491,68576,"1,77","3,17","3,35","1132,95","4,10","124,70"
29/10/24,3504,197,132375,68142,"1,79","3,19","3,35","1137,77","4,00","124,76"
29/10/24,3493,197,132436,66776,"1,77","3,15","3,34","1133,14","3,93","124,71"
29/10/24,3458,197,132363,66715,"1,78","3,20","3,33","1128,65","3,96","124,62"
29/10/24,3466,197,132398,66949,"1,78","3,14","3,33","1130,09","3,91","124,53"
29/10/24,3508,197,132590,67178,"1,77","3,13","3,33","1133,32","4,23","125,07"
29/10/24,3509,198,133225,67123,"1,78","3,14","3,33","1132,92","4,44","126,78"
29/10/24,3457,198,133088,67187,"1,80","3,16","3,35","1123,59","4,37","126,76"
29/10/24,3503,198,133152,67471,"1,77","3,12","3,34","1130,87","4,26","126,44"
29/10/24,3491,198,133106,67708,"1,78","3,15","3,35","1127,60","4,30","126,11"
29/10/24,3498,198,132884,67746,"1,79","3,18","3,35","1131,47","4,28","125,78"
29/10/24,3516,198,133091,67948,"1,79","3,17","3,34","1134,29","4,10","125,45"
29/10/24,3483,198,133062,67856,"1,78","3,15","3,35","1128,82","3,94","125,12"
29/10/24,3450,198,133332,68264,"1,77","3,17","3,36","1123,58","3,93","124,79"
29/10/24,3486,198,133066,68236,"1,79","3,15","3,37","1131,26","4,03","124,55"
30/10/24,3495,198,133146,68479,"1,78","3,17","3,36","1129,55","3,94","124,39"
30/10/24,3506,198,133182,69068,"1,79","3,17","3,36","1132,88","3,85","124,23"
30/10/24,3473,198,133335,69206,"1,79","3,18","3,37","1125,08","3,81","124,07"
30/10/24,3501,198,132997,69805,"1,81","3,16","3,37","1130,70","3,86","123,92"
30/10/24,3501,198,132916,69012,"1,78","3,16","3,37","1133,10","3,82","124,01"
30/10/24,3491,198,132944,69443,"1,79","3,16","3,38","1127,46","3,89","124,34"
30/10/24,3467,198,133208,69121,"1,76","3,14","3,38","1125,81","3,85","124,67"
30/10/24,3518,198,133033,68983,"1,80","3,15","3,38","1134,50","4,00","125,00"
30/10/24,3510,198,133191,68860,"1,81","3,15","3,37","1133,09","4,07","125,33"
30/10/24,3470,198,133025,68536,"1,81","3,17","3,36","1133,05","4,27","126,43"
30/10/24,3495,198,132478,67490,"1,79","3,18","3,36","1136,24","3,84","123,39"
30/10/24,3514,198,132515,65960,"1,79","3,16","3,35","1130,02","3,15","119,81"
30/10/24,3464,198,133122,67352,"1,77","3,14","3,33","1122,64","3,49","120,83"
30/10/24,3503,198,132880,68592,"1,78","3,18","3,28","1132,13","3,43","121,60"
30/10/24,3476,198,133088,67971,"1,78","3,15","3,31","1127,69","3,29","121,45"
30/10/24,3068,170,116349,50941,"1,67","3,15","3,35","1133,87","0,36","119,13"
30/10/24,3067,170,117075,50966,"1,67","3,16","3,37","1133,87","0,13","106,14"
30/10/24,3067,170,118683,49996,"1,66","3,17","3,38",Scan Timeout,"0,18","88,50"
30/10/24,1897,170,113097,50004,"1,68","3,15","3,38","743,87","0,44","108,90"
30/10/24,2614,170,112550,51472,"1,67","3,17","3,40","1015,72","1,45","107,03"
30/10/24,2693,170,116066,53499,"1,67","3,14","3,39","1037,56","1,19","105,40"
30/10/24,2780,171,118463,55605,"1,73","3,19","3,40","1051,43","1,69","109,55"
30/10/24,2892,172,119178,57580,"1,73","3,17","3,39","1083,87","1,99","112,24"
30/10/24,2913,174,120696,58613,"1,78","3,16","3,39","1082,26","2,35","114,26"
31/10/24,3002,175,121631,59425,"1,72","3,18","3,39","1102,47","2,31","115,86"
31/10/24,3016,177,122890,60602,"1,76","3,19","3,39","1104,53","2,47","116,29"
31/10/24,3114,179,124574,61896,"1,75","3,17","3,38","1117,71","2,71","118,44"
31/10/24,3158,181,125906,62911,"1,75","3,18","3,38","1124,19","3,03","119,14"
31/10/24,3173,183,127089,64311,"1,76","3,19","3,39","1124,77","3,22","119,83"
31/10/24,3237,185,128481,65056,"1,76","3,18","3,38","1129,79","3,14","120,89"
31/10/24,3249,187,129244,66129,"1,77","3,19","3,40","1124,98","3,66","122,20"
31/10/24,3305,190,131048,66668,"1,76","3,19","3,40","1122,17","3,50","121,88"
31/10/24,3421,192,131130,68160,"1,77","3,17","3,39","1136,25","3,51","122,01"
31/10/24,3464,194,131350,67522,"1,78","3,17","3,38","1140,69","3,49","122,43"
31/10/24,3433,194,130780,65656,"1,81","3,15","3,38","1129,30","3,53","122,01"
31/10/24,3442,194,130738,65285,"1,79","3,18","3,34","1134,84","3,44","121,85"
31/10/24,3432,194,131051,64899,"1,79","3,17","3,33","1133,13","3,35","121,70"
31/10/24,3417,194,130947,65296,"1,80","3,16","3,32","1129,95","3,13","120,67"
31/10/24,3420,194,130642,64818,"1,78","3,15","3,34","1127,81","3,35","121,81"
31/10/24,3488,195,130934,64361,"1,79","3,19","3,35","1135,56","3,87","124,29"
31/10/24,3429,195,129857,64221,"1,79","3,19","3,37","1127,74","4,32","125,79"
31/10/24,3455,195,129621,64576,"1,82","3,15","3,36","1133,24","4,35","126,55"
31/10/24,3378,195,129771,65689,"1,82","3,20","3,37","1121,69","4,03","125,98"
31/10/24,3431,195,129720,66567,"1,80","3,16","3,36","1131,26","3,56","123,78"
31/10/24,3471,196,130623,67579,"1,80","3,16","3,37","1133,12","3,61","122,89"
31/10/24,3447,196,130657,67750,"1,80","3,16","3,38","1127,09","3,72","123,23"
31/10/24,3479,197,131159,68623,"1,80","3,15","3,38","1130,17","3,77","123,57"
31/10/24,3495,197,131010,69073,"1,78","3,17","3,38","1134,05","3,79","123,79"
01/11/24,3457,197,131149,69676,"1,80","3,15","3,38","1127,22","3,71","123,87"
01/11/24,3485,197,130963,68967,"1,82","3,17","3,38","1130,86","3,74","123,95"
01/11/24,3464,197,131068,68995,"1,81","3,17","3,40","1127,55","3,64","124,03"
01/11/24,3460,197,131006,69137,"1,80","3,16","3,40","1128,05","3,97","124,21"
01/11/24,3486,197,131058,69556,"1,80","3,17","3,40","1128,22","4,03","124,44"
01/11/24,3465,197,131178,69719,"1,82","3,16","3,39","1128,15","3,99","124,67"
01/11/24,3452,197,131366,69704,"1,80","3,15","3,39","1129,26","3,76","124,68"
01/11/24,3453,197,131120,69814,"1,80","3,17","3,38","1127,02","3,68","124,38"
01/11/24,3490,197,131071,69840,"1,82","3,16","3,38","1134,27","3,81","124,10"
01/11/24,3480,197,131021,68971,"1,81","3,16","3,38","1131,16","3,60","124,03"
01/11/24,3496,197,130745,68160,"1,77","3,17","3,37","1132,72","3,74","123,95"
01/11/24,3557,197,130625,67317,"1,74","3,21","3,34","1142,71","3,63","123,88"
01/11/24,3495,197,130941,66923,"1,80","3,17","3,34","1132,69","3,68","123,81"
01/11/24,3458,197,131883,66983,"1,80","3,18","3,34","1127,43","3,63","123,74"
01/11/24,3460,197,131949,67593,"1,82","3,14","3,33","1127,91","3,76","123,66"
01/11/24,3493,197,132663,67230,"1,79","3,15","3,34","1133,46","3,74","123,57"
01/11/24,3487,197,132574,67141,"1,77","3,18","3,35","1131,44","3,66","123,48"
01/11/24,3473,197,133451,67394,"1,81","3,19","3,35","1130,53","3,66","123,39"
01/11/24,3491,197,133680,67318,"1,82","3,15","3,35","1133,30","3,68","123,31"
01/11/24,3471,197,133620,67458,"1,81","3,17","3,36","1128,00","3,70","123,22"
01/11/24,3507,197,133453,67235,"1,77","3,16","3,36","1137,87","3,68","123,35"
01/11/24,3469,197,133371,67406,"1,81","3,17","3,37","1127,44","3,79","123,63"
01/11/24,3452,197,132998,68450,"1,80","3,15","3,37","1125,29","3,79","123,92"
01/11/24,3475,197,133189,67941,"1,80","3,19","3,37","1130,22","3,90","124,20"
02/11/24,3526,197,133350,67795,"1,80","3,17","3,38","1139,64","3,88","124,48"
02/11/24,3479,197,133471,67772,"1,80","3,14","3,39","1127,81","3,83","124,44"
02/11/24,3471,197,133365,68575,"1,79","3,15","3,37","1129,46","3,66","124,33"
02/11/24,3489,197,133462,69039,"1,81","3,16","3,38","1132,31","3,98","124,38"
02/11/24,3496,197,133420,69193,"1,79","3,18","3,38","1132,89","3,99","124,50"
02/11/24,3494,197,133621,69401,"1,81","3,17","3,37","1135,17","3,91","124,52"
02/11/24,3489,197,133615,69271,"1,81","3,18","3,38","1130,96","3,97","124,42"
02/11/24,3479,197,133735,69394,"1,80","3,16","3,38","1130,93","4,02","124,31"
02/11/24,3485,197,133320,69165,"1,82","3,16","3,37","1132,12","3,96","124,21"
02/11/24,3526,197,133510,68910,"1,83","3,16","3,37","1139,20","3,94","124,11"
02/11/24,3473,197,133739,68061,"1,78","3,14","3,37","1128,82","3,87","124,01"
02/11/24,3481,197,133402,68419,"1,80","3,17","3,37","1132,70","3,80","123,91"
02/11/24,3470,197,133605,68658,"1,81","3,17","3,36","1130,70","3,74","123,81"
02/11/24,3493,197,133570,68218,"1,81","3,17","3,36","1134,37","3,75","123,92"
02/11/24,3479,197,133428,67793,"1,81","3,18","3,36","1131,48","3,74","124,19"
02/11/24,3478,197,133464,68724,"1,78","3,16","3,36","1131,38","3,78","124,45"
02/11/24,3441,197,133647,68655,"1,79","3,19","3,38","1122,87","3,88","124,71"
02/11/24,3492,197,133499,69436,"1,82","3,17","3,37","1134,58","3,71","124,36"
02/11/24,3468,197,133636,69202,"1,78","3,16","3,36","1128,51","3,67","123,92"
02/11/24,3505,197,133518,69141,"1,80","3,19","3,37","1136,53","3,67","123,48"
02/11/24,3490,197,133627,69868,"1,83","3,19","3,39","1133,30","3,61","123,04"
02/11/24,3553,197,133582,70195,"1,81","3,18","3,36","1144,84","3,54","122,60"
02/11/24,3518,197,133274,69198,"1,79","3,15","3,36","1138,09","3,59","122,28"
02/11/24,3456,197,133637,69455,"1,82","3,16","3,37","1128,23","3,47","122,25"
03/11/24,3504,197,133271,69692,"1,83","3,19","3,36","1135,31","3,48","122,22"
03/11/24,3487,197,133659,69832,"1,80","3,17","3,36","1133,60","3,48","122,20"
03/11/24,3483,197,133520,69821,"1,82","3,16","3,37","1132,54","3,38","122,17"
03/11/24,3488,197,133311,69755,"1,82","3,16","3,37","1132,15","3,41","122,14"
03/11/24,3449,197,133512,69808,"1,79","3,15","3,37","1125,35","3,43","122,11"
03/11/24,3475,197,133582,70023,"1,80","3,17","3,37","1130,48","3,39","122,10"
03/11/24,3451,197,133495,69404,"1,81","3,15","3,39","1125,40","3,53","122,08"
03/11/24,3436,197,133336,70597,"1,75","3,18","3,40","1124,98","3,42","122,07"
03/11/24,3530,197,133361,71453,"1,85","3,17","3,36","1143,12","3,40","122,06"
03/11/24,3470,197,133655,70607,"1,81","3,15","3,38","1127,18","3,42","122,04"
03/11/24,3445,197,133767,71118,"1,83","3,18","3,41","1123,83","3,47","122,17"
03/11/24,3451,197,133444,71388,"1,84","3,17","3,40","1125,39","3,45","122,46"
03/11/24,3475,197,133313,71882,"1,82","3,16","3,39","1129,20","3,56","122,76"
03/11/24,3482,197,133528,70602,"1,80","3,14","3,38","1130,53","3,63","123,05"
03/11/24,3483,197,133400,70912,"1,84","3,19","3,36","1132,26","3,78","123,34"
03/11/24,3464,197,133545,69911,"1,82","3,18","3,37","1129,61","3,88","123,64"
03/11/24,3479,197,133570,69572,"1,80","3,17","3,36","1131,18","3,58","123,50"
03/11/24,3482,197,133515,69593,"1,81","3,16","3,37","1132,63","3,67","123,09"
03/11/24,3487,197,133459,69544,"1,82","3,17","3,36","1131,18","3,51","122,68"
03/11/24,3451,197,133293,68692,"1,79","3,17","3,38","1123,58","3,79","123,42"
03/11/24,3475,197,132287,69328,"1,81","3,17","3,38","1127,04","3,91","124,19"
03/11/24,3466,197,132199,70945,"1,79","3,18","3,38","1129,59","3,66","123,34"
03/11/24,3481,197,132182,70968,"1,83","3,17","3,37","1134,73","3,51","122,13"
03/11/24,3477,197,133269,70716,"1,85","3,18","3,38","1131,83","3,28","120,91"
04/11/24,3617,197,133337,69146,"1,81","3,17","3,38","1150,49","3,98","123,40"
04/11/24,3453,197,133159,68855,"1,81","3,19","3,39","1127,90","4,29","126,37"
04/11/24,3470,197,134808,69852,"1,75","3,16","3,39","1130,47","3,71","123,85"
04/11/24,3488,197,133402,69561,"1,82","3,16","3,38","1131,64","4,01","123,83"
04/11/24,3473,197,133366,70377,"1,82","3,17","3,39","1131,51","3,71","124,01"
04/11/24,3469,197,133426,70142,"1,81","3,19","3,39","1127,32","3,77","123,06"
04/11/24,3478,197,133428,69820,"1,80","3,17","3,38","1131,47","3,92","123,34"
04/11/24,3492,197,133282,70301,"1,80","3,15","3,38","1134,10","3,88","123,80"
04/11/24,3484,197,133210,69836,"1,80","3,15","3,38","1132,47","3,88","124,26"
04/11/24,3534,197,133234,69638,"1,79","3,15","3,38","1136,63","4,14","124,72"
04/11/24,3486,197,133513,69162,"1,82","3,18","3,37","1133,99","4,08","125,17"
04/11/24,3482,197,133309,68682,"1,80","3,17","3,36","1131,57","4,11","125,61"
04/11/24,3485,197,133222,68005,"1,82","3,18","3,36","1130,65","4,11","126,06"
04/11/24,3484,197,133467,68033,"1,78","3,16","3,35","1131,43","4,20","126,50"
04/11/24,3515,197,133080,67783,"1,78","3,18","3,35","1138,83","4,27","126,94"
04/11/24,3482,197,132983,67589,"1,86","3,19","3,36","1131,54","4,47","127,38"
04/11/24,3475,197,133110,67428,"1,80","3,18","3,36","1131,35","4,53","127,46"
04/11/24,3490,197,132348,66930,"1,80","3,16","3,40","1133,55","4,41","127,12"
04/11/24,3473,197,132341,68326,"1,80","3,16","3,37","1130,34","4,31","126,78"
04/11/24,3479,197,132333,68024,"1,79","3,16","3,37","1130,60","4,17","126,44"
04/11/24,3449,197,132385,68093,"1,79","3,17","3,37","1125,86","4,10","126,10"
04/11/24,3453,197,132446,69266,"1,78","3,16","3,37","1125,64","4,07","125,76"
04/11/24,3489,197,132346,69224,"1,79","3,21","3,36","1135,33","4,37","126,06"
04/11/24,3509,197,132510,68673,"1,78","3,15","3,37","1137,01","4,54","126,95"
05/11/24,3501,197,132235,68475,"1,80","3,16","3,38","1133,90","4,54","127,56"
05/11/24,3472,197,132184,68670,"1,81","3,16","3,38","1132,08","4,62","126,81"
05/11/24,3489,197,132023,68520,"1,81","3,16","3,38","1130,33","4,66","127,27"
05/11/24,3469,196,131378,68157,"1,80","3,17","3,37","1130,63","4,55","127,51"
05/11/24,3485,196,131228,68195,"1,79","3,19","3,37","1133,45","4,54","127,19"
05/11/24,3489,196,131269,68365,"1,82","3,16","3,37","1135,58","4,57","126,87"
05/11/24,3450,196,131296,68458,"1,83","3,18","3,37","1128,67","4,50","126,55"
05/11/24,3460,196,131249,68204,"1,80","3,17","3,37","1132,77","4,40","126,23"
05/11/24,3433,196,131208,68397,"1,78","3,16","3,37","1124,46","4,22","125,91"
05/11/24,3488,196,131366,68830,"1,82","3,15","3,36","1138,32","4,04","125,63"
05/11/24,3483,197,131775,68950,"1,79","3,22","3,36","1128,03","4,17","125,41"
05/11/24,3406,197,131988,68378,"1,81","3,15","3,35","1117,30","3,98","125,30"
05/11/24,3480,197,131907,68294,"1,81","3,16","3,35","1130,55","4,14","125,20"
05/11/24,3522,197,132041,68392,"1,77","3,17","3,33","1132,43","4,23","125,10"
05/11/24,3501,197,131855,68539,"1,80","3,17","3,33","1135,71","4,15","125,01"
05/11/24,3483,197,132036,68390,"1,79","3,18","3,34","1131,43","4,03","124,92"
05/11/24,3470,197,131989,68731,"1,81","3,17","3,33","1130,44","3,92","124,84"
05/11/24,3480,197,131949,68561,"1,80","3,16","3,35","1130,31","3,89","124,75"
05/11/24,3466,197,132482,68400,"1,83","3,15","3,34","1128,38","3,96","124,66"
05/11/24,3449,197,132510,68426,"1,82","3,16","3,35","1124,70","4,02","124,57"
05/11/24,3483,197,132151,68519,"1,81","3,20","3,35","1134,31","4,02","124,48"
05/11/24,3398,197,132474,69769,"1,81","3,18","3,37","1114,84","3,86","124,52"
05/11/24,3485,197,132748,69645,"1,81","3,17","3,35","1132,13","4,02","124,63"
05/11/24,3471,197,132439,69805,"1,80","3,19","3,35","1128,83","4,02","124,73"
06/11/24,3488,197,132823,69212,"1,78","3,16","3,36","1131,99","4,08","124,83"
06/11/24,3453,197,132466,69476,"1,80","3,17","3,36","1127,66","4,14","124,94"
06/11/24,3478,197,132562,69080,"1,83","3,16","3,36","1130,05","4,19","125,04"
06/11/24,3503,197,132721,69421,"1,79","3,18","3,36","1133,71","4,09","125,16"
06/11/24,3494,197,132450,69882,"1,79","3,15","3,36","1131,06","4,12","125,44"
06/11/24,3511,197,132548,70065,"1,81","3,18","3,35","1138,37","4,10","125,71"
06/11/24,3143,177,3325,14,"1,00","1,00","3,35","1126,44","0,26","121,82"
06/11/24,3023,00,3546,28,"1,00","1,00","3,35","1126,44","0,11","68,48"
06/11/24,3023,00,3498,27,"1,00","1,00","3,35","1126,44","0,12","44,48"
06/11/24,3052,00,2768,23,"1,00","1,00","3,35",Bad,"0,12","42,39"
06/11/24,2843,00,4438,20,"1,00","1,00","3,35","1086,95","0,12","40,29"
06/11/24,2843,00,3362,16,"1,00","1,00","3,35","1086,95","0,12","39,89"
06/11/24,2843,00,3937,13,"1,00","1,00","3,35",Scan Timeout,"0,13","39,70"
06/11/24,2843,00,3707,10,"1,00","1,00","3,35",Scan Timeout,"0,13","39,50"
06/11/24,2843,00,3811,6,"1,00","1,00","3,35",Scan Timeout,"0,13","39,06"
06/11/24,2843,00,3302,3,"1,00","1,00","3,35","1086,95","0,13","38,40"
06/11/24,2843,00,3072,1,"1,00","1,00","3,35","1086,95","0,13","37,73"
06/11/24,2843,00,3381,7,"1,00","1,00","3,35","1086,95","0,13","37,15"
06/11/24,1005,00,2391,13,"1,00","1,00","3,35","1086,95","0,13","37,08"
06/11/24,1004,00,2955,20,"1,00","1,00","3,35","1086,95","0,13","37,01"
06/11/24,1004,00,3372,20,"1,00","1,00","3,35","1086,95","0,13","36,94"
06/11/24,1005,10,2979,32,"1,00","1,00","3,35","1086,95","0,13","36,87"
06/11/24,1839,110,3490,22,"1,00","1,00","3,35","1086,95","0,13","36,80"
06/11/24,1919,115,75917,6,"1,00","1,00","3,35","1086,95","0,31","55,31"
07/11/24,2842,170,111233,49997,"1,71","3,13","3,34","1086,95","0,25","68,22"
07/11/24,2846,170,112151,50063,"1,73","3,16","3,37","1086,95","0,42","109,77"
07/11/24,2378,170,112278,51345,"1,72","3,14","3,39","935,75","1,77","108,15"
07/11/24,2571,175,119628,55853,"1,73","3,19","3,36","965,32","2,22","110,82"
07/11/24,2765,175,119739,59254,"1,78","3,20","3,36","1035,17","2,57","116,62"
07/11/24,3097,181,124363,64854,"1,78","3,18","3,34","1099,30","2,80","119,71"
07/11/24,3286,185,127195,67296,"1,79","3,18","3,35","1135,32","3,15","122,13"
07/11/24,3060,170,116706,49882,"1,70","3,15","3,37","1133,06","0,15","115,65"
07/11/24,3060,170,116887,49944,"1,71","3,16","3,36","1133,06","0,15","81,15"
07/11/24,3058,170,112865,49485,"1,72","3,14","3,37","1133,06","0,28","73,82"
07/11/24,3058,170,112846,49942,"1,75","3,16","3,38","1133,06","0,46","111,36"
07/11/24,3058,170,112583,49993,"1,72","3,16","3,39","1133,06","0,10","108,88"
07/11/24,3058,170,112355,50075,"1,69","3,16","3,37","1133,06","0,17","75,86"
07/11/24,3058,170,111810,50002,"1,73","3,15","3,36","1133,06","0,28","100,94"
07/11/24,3058,170,110357,49985,"1,72","3,15","3,37","1133,06","0,15","110,52"
07/11/24,3057,170,110092,50007,"1,73","3,13","3,37","1133,06","0,50","116,62"
07/11/24,3057,170,109444,49953,"1,73","3,14","3,38","1133,06","0,31","109,78"
07/11/24,3032,170,109075,50034,"1,72","3,14","3,38","1133,06","0,50","109,79"
07/11/24,3012,170,109228,50623,"1,71","3,13","3,36",Bad,"1,73","108,45"
07/11/24,2675,170,114235,53444,"1,76","3,12","3,37","1002,97","1,36","105,27"
07/11/24,2686,173,118208,55552,"1,76","3,17","3,36","1003,61","1,78","110,56"
07/11/24,2729,175,119511,56269,"1,76","3,13","3,36","1007,09","1,58","109,72"
07/11/24,2756,177,121120,56008,"1,77","3,16","3,36","1002,60","1,52","107,57"
07/11/24,2804,179,122606,58276,"1,75","3,14","3,37","1017,29","2,02","111,23"
08/11/24,2910,180,123432,59013,"1,74","3,14","3,36","1041,75","2,03","112,44"
08/11/24,2913,180,123110,59177,"1,78","3,17","3,36","1042,39","2,03","112,62"
